Region,year,inflow (kt),outflow (kt),all sand supply (kt),recycled sand supply (kt),sand stock (kt),sand substitution,all gravel supply (kt),recycled gravel supply (kt),gravel stock (kt),gravel substitution
Canada,2015,84208.55341513269,33289.00301988212,31425.136934127113,6424.777582837249,0.0,0.2044470831202667,38825.337285322574,20439.44785420762,0.0,0.5264461118264256
Canada,2016,86040.1080233221,34009.166202231136,32108.64059296494,6563.769077030609,0.0,0.20442376119992892,39669.796933844,20881.628048169918,0.0,0.5263860584664326
Canada,2017,85865.53801401817,34750.8697523266,32043.494165143962,6706.917862199034,0.0,0.20930669506993516,39589.309391709015,21337.034027928534,0.0,0.5389594907254694
Canada,2018,85808.85213414785,35509.06744337673,32022.34000128635,6853.250016571708,0.0,0.2140146540289189,39563.173704584326,21802.56741023331,0.0,0.5510823669767163
Canada,2019,85763.86637361912,36280.46259453598,32005.552114220627,7002.129280745445,0.0,0.21877858115855706,39542.43249416412,22276.20403304509,0.0,0.5633493598638053
Canada,2020,85693.92268268434,37063.22848563026,31979.450370678398,7153.2030977266395,0.0,0.22368123950889823,39510.184138369,22756.822290176977,0.0,0.5759735821650461
Canada,2021,83175.04816760434,37856.140074625655,31039.4511265868,7306.235034402752,0.0,0.23538544559328906,38348.82761743143,23243.670005820153,0.0,0.6061116193094456
Canada,2022,84113.163541416,38652.14349542353,31389.53912699108,7459.863694616742,0.0,0.23765445119906814,38781.356669690846,23732.41610619005,0.0,0.6119542518412685
Canada,2023,84778.9214067241,39452.00908780913,31637.988141180173,7614.237753947162,0.0,0.24066757089514265,39088.31211094533,24223.533579914805,0.0,0.619712959494402
Canada,2024,85394.00637561319,40256.99975920633,31867.52693016962,7769.600953526822,0.0,0.24380934769592008,39371.90422133965,24717.797852152686,0.0,0.6278029559656296
Canada,2025,85968.61823275956,41067.23215687901,32081.961872494056,7925.975806277648,0.0,0.24705396252818007,39636.83573075381,25215.28054432371,0.0,0.6361577577889104
Canada,2026,84305.3046035759,41882.56928872486,31461.242759747685,8083.335872723898,0.0,0.25692996091896037,38869.945551011995,25715.897543277064,0.0,0.6615882059708093
Canada,2027,84747.59679429061,42700.246054772506,31626.298352017333,8241.147488571094,0.0,0.2605789459405836,39073.86953244542,26217.951077630318,0.0,0.670984250890738
Canada,2028,85171.43321912024,43519.96409124081,31784.466580157783,8399.353069609477,0.0,0.26425968321434645,39269.2842674153,26721.257952021853,0.0,0.6804620570636299
Canada,2029,85215.06557739765,44340.27228944091,31800.749401534213,8557.672551862095,0.0,0.26910285804300055,39289.401475916944,27224.92718571672,0.0,0.6929331107882788
Canada,2030,85074.45278624776,45161.4822369862,31748.27520458665,8716.166071738337,0.0,0.27453982981976666,39224.57030590371,27729.15009350953,0.0,0.7069331767628312
Canada,2031,88025.10440630288,45983.45136349004,32849.40599765491,8874.806113153578,0.0,0.2701664107347068,40585.00270515612,28233.839137182887,0.0,0.6956717322972094
Canada,2032,88487.09326467947,46806.65899550919,33021.812036563504,9033.685186133274,0.0,0.2735672160004635,40798.00806531362,28739.288623242643,0.0,0.704428720569736
Canada,2033,89004.73390750501,47631.630620518285,33214.98633327977,9192.904709760029,0.0,0.27676978751453507,41036.67233082137,29245.821200998227,0.0,0.7126752619030613
