Region,year,inflow (kt),outflow (kt),all sand supply (kt),recycled sand supply (kt),sand stock (kt),sand substitution,all gravel supply (kt),recycled gravel supply (kt),gravel stock (kt),gravel substitution
China region,1993,5113917.302831692,752347.8595932915,1785705.7753349564,0.0,0.0,0.0,2350420.3411348215,0.0,0.0,0.0
China region,1994,2882670.949989825,802269.974696323,1006586.8998188125,0.0,0.0,0.0,1324911.615974467,0.0,0.0,0.0
China region,1995,4790560.883363879,856691.3761214116,1672794.4020095458,0.0,0.0,0.0,2201801.6872248673,0.0,0.0,0.0
China region,1996,5034573.105488458,914975.0204169232,1757999.9320361852,0.0,0.0,0.0,2313952.755848824,0.0,0.0,0.0
China region,1997,3039083.599009769,978925.3594080798,1061203.9290256975,0.0,0.0,0.0,1396800.8253802762,0.0,0.0,0.0
China region,1998,2990461.234864589,1046564.9753544973,1044225.7044430649,0.0,0.0,0.0,1374453.3788039277,0.0,0.0,0.0
China region,1999,4576611.8410962615,1115518.063259942,1598086.4985021665,0.0,0.0,0.0,2103468.031998634,0.0,0.0,0.0
China region,2000,3940710.1537826145,1186969.7825146387,1376038.8492465846,0.0,0.0,0.0,1811199.6646559827,0.0,0.0,0.0
China region,2001,2502300.048212392,1261499.017789948,873766.8959252762,0.0,0.0,0.0,1150088.3930376337,0.0,0.0,0.0
China region,2002,3846025.881337699,1336644.9789457808,1342976.4741384357,0.0,0.0,0.0,1767681.5890279608,0.0,0.0,0.0
China region,2003,3597658.814950402,1411979.8552278401,1256250.2956362502,0.0,0.0,0.0,1653528.979524197,0.0,0.0,0.0
China region,2004,4763224.307924106,1488148.1318890876,1663248.8662196626,0.0,0.0,0.0,2189237.4553130544,0.0,0.0,0.0
China region,2005,5312974.442368741,1565720.626729471,1855213.6423268884,0.0,0.0,0.0,2441909.491645121,0.0,0.0,0.0
China region,2006,6451813.663143206,1645970.8114109847,2252879.7861632104,0.0,0.0,0.0,2965334.238523264,0.0,0.0,0.0
China region,2007,6490527.294031235,1730421.096522111,2266398.0247594155,0.0,0.0,0.0,2983127.5073874327,0.0,0.0,0.0
China region,2008,10972613.58311567,1819896.6114919216,3831477.5710273767,0.0,0.0,0.0,5043150.413653866,0.0,0.0,0.0
China region,2009,5978797.554757204,1917995.081754699,2087709.4193871114,0.0,0.0,0.0,2747930.1201149994,0.0,0.0,0.0
China region,2010,6307953.452498749,2023875.4577001994,2202645.88643893,0.0,0.0,0.0,2899214.2867611498,0.0,0.0,0.0
China region,2011,11540609.903518606,2132757.7781838574,4029813.6507193376,0.0,0.0,0.0,5304208.625218132,0.0,0.0,0.0
China region,2012,4749725.879176891,2249257.2428100067,1658535.4106151888,0.0,0.0,0.0,2183033.4086650484,0.0,0.0,0.0
China region,2013,5173467.015702485,2371383.336700263,1806499.6716566728,0.0,0.0,0.0,2377790.133830286,0.0,0.0,0.0
China region,2014,4979636.385074219,2492911.5137066175,1738816.8257964053,0.0,0.0,0.0,2288703.1521711573,0.0,0.0,0.0
China region,2015,5373947.025024075,2613613.424669922,1876504.3841471423,0.0,0.0,0.0,2469933.253086329,0.0,0.0,0.0
China region,2016,4726819.550646066,2733480.97653359,1650536.8528116501,0.0,0.0,0.0,2172505.373632148,0.0,0.0,0.0
China region,2017,4478213.323460913,2851639.3892578464,1563727.1628264517,0.0,0.0,0.0,2058242.8428350207,0.0,0.0,0.0
China region,2018,4317872.1757922275,2966882.0575433746,1507738.3588508253,0.0,0.0,0.0,1984548.0463249756,0.0,0.0,0.0
China region,2019,4233232.869821515,3078490.100189719,1478183.54039325,0.0,0.0,0.0,1945646.7628992659,0.0,0.0,0.0
China region,2020,4222301.6477822745,3185915.548484904,1474366.516149207,0.0,0.0,0.0,1940622.6365567718,0.0,0.0,0.0
China region,2021,4043802.3309044074,3288783.010335685,1412037.1427614805,0.0,0.0,0.0,1858582.1184130593,0.0,0.0,0.0
China region,2022,4088167.962303891,3386369.623364808,1427528.9779877895,0.0,0.0,0.0,1878973.117389694,0.0,0.0,0.0
China region,2023,4168044.0737640737,3478570.996121141,1455420.5579839633,0.0,0.0,0.0,1915685.1770553458,0.0,0.0,0.0
China region,2024,4270977.198458881,3565423.37007846,1491363.3126974609,0.0,0.0,0.0,1962994.5283280534,0.0,0.0,0.0
China region,2025,4388090.550613789,3646988.446085146,1532257.5972405558,13535.93788643141,0.0,0.008833983209356112,2016821.289462998,38785.024797365346,0.0,0.019230769230769232
China region,2026,4062607.9887117012,3723382.976704985,1418603.8058040882,27638.958250156236,0.0,0.01948321168819226,1867225.433903165,71816.36284242943,0.0,0.038461538461538464
China region,2027,4160696.9170603226,3793833.5805362742,1452855.0373896207,42242.87775250967,0.0,0.029075769202967734,1912308.3319592315,110325.48068995567,0.0,0.057692307692307696
China region,2028,4255607.942653347,3858432.709888385,1485996.5914093896,57282.885616035266,0.0,0.03854846366888733,1955930.6261696378,150456.20201304907,0.0,0.07692307692307693
China region,2029,4345923.758289174,3917539.2285264647,1517533.5647381686,72700.48760630844,0.0,0.04790700469208534,1997440.904421319,192061.62542512684,0.0,0.09615384615384616
China region,2030,4431658.597895399,3971423.6894214675,1547470.9276570952,88440.55062211654,0.0,0.057151671828832004,2036845.7088053906,235020.65870831432,0.0,0.11538461538461539
China region,2031,4182572.1482824944,4020352.914177711,1460493.5509628828,104451.86128950171,0.0,0.07151819412049994,1922362.4617753609,258779.56216206786,0.0,0.13461538461538464
China region,2032,4242109.1928471625,4063875.611279837,1481283.0236957786,120665.84507338594,0.0,0.0814603577730382,1949726.4319589147,299957.91260906385,0.0,0.15384615384615385
China region,2033,4296093.5051416885,4102339.8115148493,1500133.5628291434,137033.92793464023,0.0,0.09134781817440586,1974538.2969550437,341747.0129345268,0.0,0.17307692307692307
China region,2034,4344991.35433147,4136181.6886750036,1517207.9827950865,153515.97421428378,0.0,0.10118321018287021,1997012.3599027894,384040.8384428441,0.0,0.19230769230769232
China region,2035,4366456.509663838,4165735.1107598543,1524703.3038133294,170074.14692583022,0.0,0.1115457325372547,2006878.0137120287,424531.8875160061,0.0,0.21153846153846156
China region,2036,4097173.4214631743,4191237.7855560994,1430673.5537558354,186671.28291053706,0.0,0.1304779014195681,1883112.1390311895,434564.33977642836,0.0,0.23076923076923078
China region,2037,4124611.3139369795,4212463.971515152,1440254.4679850044,203251.38662560607,0.0,0.14112185807690358,1895722.9375187976,473930.7343796994,0.0,0.25
China region,2038,4147079.8604802336,4229649.203925278,1448100.158665895,219779.07978857894,0.0,0.15177063442286817,1906049.7624758135,513167.24374348833,0.0,0.2692307692307693
China region,2039,4165528.275094942,4243188.121762107,1454542.0775653298,236231.33870194812,0.0,0.16240942241929604,1914528.8845273356,552267.9474598084,0.0,0.2884615384615385
China region,2040,4180097.070435981,4253402.888660176,1459629.2896650955,252586.6946188966,0.0,0.1730485243118486,1921224.8850466334,591146.1184758872,0.0,0.3076923076923077
China region,2041,4018444.134476476,4260593.227134595,1403182.428237966,268827.04573516554,0.0,0.19158381713256112,1846927.1742344159,603803.114653559,0.0,0.3269230769230769
China region,2042,4024113.487624173,4264727.430715753,1405162.08415705,284916.59796743316,0.0,0.20276422284647203,1849532.879835491,640222.9199430546,0.0,0.34615384615384615
China region,2043,4027343.5019664774,4266119.230553446,1406289.9583333244,300843.4465084517,0.0,0.21392703881993064,1851017.4348180492,676333.2934912103,0.0,0.3653846153846154
China region,2044,4025769.766670368,4265107.0528331185,1405740.4327855504,316602.17738338147,0.0,0.22522093695207812,1850294.1263966383,711651.5870756302,0.0,0.38461538461538464
China region,2045,4021090.787771565,4261958.451817196,1404106.6011947193,332186.8770233672,0.0,0.23658237682289768,1848143.6091848332,746365.6883246442,0.0,0.40384615384615385
China region,2046,3766581.511655302,4256915.1738383025,1315235.65211123,347593.4966945661,0.0,0.2642822950675078,1731167.963282244,732417.2152347957,0.0,0.4230769230769232
China region,2047,3755439.4816021333,4249762.403136949,1311345.0167652338,362782.6020677869,0.0,0.27664923984893197,1726046.946940427,763443.8419159581,0.0,0.44230769230769235
China region,2048,3741715.760054973,4240652.148049681,1306552.8921815446,377744.2451878101,0.0,0.2891151574867302,1719739.352904314,793725.8551866065,0.0,0.46153846153846156
China region,2049,3723196.9949342273,4229858.363685139,1300086.4079054154,392482.05009193846,0.0,0.3018892034447702,1711227.8968804951,822705.7196540842,0.0,0.4807692307692308
China region,2050,3708499.417388076,4217578.875041824,1294954.2269268408,406996.361441536,0.0,0.314294013625031,1704472.7064493257,852236.3532246628,0.0,0.5
Eastern Africa,1970,28736.244675280228,6623.973916418788,10034.279993083248,0.0,0.0,0.0,13207.537395101439,0.0,0.0,0.0
Eastern Africa,1971,30865.23477168184,6781.5706105352765,10777.692466466455,0.0,0.0,0.0,14186.047866103012,0.0,0.0,0.0
Eastern Africa,1972,21678.387614962012,6949.926076759679,7569.778639664778,0.0,0.0,0.0,9963.658032756592,0.0,0.0,0.0
Eastern Africa,1973,17477.169978576432,7121.838389901887,6102.774354597693,0.0,0.0,0.0,8032.725871490076,0.0,0.0,0.0
Eastern Africa,1974,32071.134951718403,7294.729433841783,11198.77532495859,0.0,0.0,0.0,14740.294668445049,0.0,0.0,0.0
Eastern Africa,1975,27537.46465289069,7473.740025680172,9615.683390406113,0.0,0.0,0.0,12656.563106250454,0.0,0.0,0.0
Eastern Africa,1976,28875.43331792736,7663.524923343548,10082.882648996043,0.0,0.0,0.0,13271.51023579474,0.0,0.0,0.0
Eastern Africa,1977,34178.35412813969,7862.019186638278,11934.585708741775,0.0,0.0,0.0,15708.798952381641,0.0,0.0,0.0
Eastern Africa,1978,28685.59010560334,8067.845658326301,10016.592151793942,0.0,0.0,0.0,13184.255921450298,0.0,0.0,0.0
Eastern Africa,1979,25889.83586231109,8281.877612968254,9040.355305746436,0.0,0.0,0.0,11899.292310754154,0.0,0.0,0.0
Eastern Africa,1980,26846.92529532875,8503.537260248333,9374.557058892764,0.0,0.0,0.0,12339.182582425983,0.0,0.0,0.0
Eastern Africa,1981,28043.600618472043,8731.923619163395,9792.418731109197,0.0,0.0,0.0,12889.189525184449,0.0,0.0,0.0
Eastern Africa,1982,33876.94686392705,8961.177527508078,11829.338662190125,0.0,0.0,0.0,15570.268404697792,0.0,0.0,0.0
Eastern Africa,1983,32244.57580764342,9198.262503972937,11259.338357124332,0.0,0.0,0.0,14820.010254679552,0.0,0.0,0.0
Eastern Africa,1984,28388.36768008698,9444.692872282274,9912.806390238951,0.0,0.0,0.0,13047.648777962026,0.0,0.0,0.0
Eastern Africa,1985,28438.39265586385,9698.426052103023,9930.274386466868,0.0,0.0,0.0,13070.640882383743,0.0,0.0,0.0
Eastern Africa,1986,31085.448003458674,9955.73124027595,10854.587734125813,0.0,0.0,0.0,14287.260621160412,0.0,0.0,0.0
Eastern Africa,1987,43205.20113754661,10221.015164736637,15086.62980394789,0.0,0.0,0.0,19857.65071724569,0.0,0.0,0.0
Eastern Africa,1988,38387.33719348592,10501.18061494424,13404.301569010771,0.0,0.0,0.0,17643.30020190397,0.0,0.0,0.0
Eastern Africa,1989,40894.83207893778,10790.65469055157,14279.882426779997,0.0,0.0,0.0,18795.77620709751,0.0,0.0,0.0
Eastern Africa,1990,38781.90195998346,11090.29441815124,13542.077864667372,0.0,0.0,0.0,17824.647102558272,0.0,0.0,0.0
Eastern Africa,1991,38095.874699588654,11398.299467067725,13302.527092063778,0.0,0.0,0.0,17509.3403950149,0.0,0.0,0.0
Eastern Africa,1992,38395.254278750486,11711.82537025832,13407.066100395143,0.0,0.0,0.0,17646.93899329351,0.0,0.0,0.0
Eastern Africa,1993,39849.68131436157,12032.41079760393,13914.930933456855,0.0,0.0,0.0,18315.411846247895,0.0,0.0,0.0
Eastern Africa,1994,36685.728457384095,12360.04049055546,12810.124470031304,0.0,0.0,0.0,16861.219548434696,0.0,0.0,0.0
Eastern Africa,1995,48352.84448253992,12696.642794554955,16884.112224210963,0.0,0.0,0.0,22223.57196909699,0.0,0.0,0.0
Eastern Africa,1996,48304.93180079539,13044.470743865646,16867.381810432933,0.0,0.0,0.0,22201.550701426448,0.0,0.0,0.0
Eastern Africa,1997,55243.74366868136,13401.564368148855,19290.31430869326,0.0,0.0,0.0,25390.71540468752,0.0,0.0,0.0
Eastern Africa,1998,46469.543790071744,13773.104221025296,16226.490928424546,0.0,0.0,0.0,21357.983420451626,0.0,0.0,0.0
Eastern Africa,1999,50122.45230762716,14159.382309493463,17502.033619143658,0.0,0.0,0.0,23036.90585418216,0.0,0.0,0.0
Eastern Africa,2000,46610.80144840966,14557.9165733107,16275.816054617851,0.0,0.0,0.0,21422.907206629134,0.0,0.0,0.0
Eastern Africa,2001,57935.59477167742,14968.191350279898,20230.269684643546,0.0,0.0,0.0,26627.923832810662,0.0,0.0,0.0
Eastern Africa,2002,55143.64959988447,15391.36500015633,19255.362911135773,0.0,0.0,0.0,25344.710919007455,0.0,0.0,0.0
Eastern Africa,2003,52674.296921694695,15826.020079046284,18393.10075911766,0.0,0.0,0.0,24209.765549234035,0.0,0.0,0.0
Eastern Africa,2004,61979.596309252716,16272.093082958892,21642.3763874862,0.0,0.0,0.0,28486.597509100713,0.0,0.0,0.0
Eastern Africa,2005,69664.51062658982,16731.25544013812,24325.83704333694,0.0,0.0,0.0,32018.680228026493,0.0,0.0,0.0
Eastern Africa,2006,74130.47309257362,17208.301912603674,25885.286384357867,0.0,0.0,0.0,34071.29242356993,0.0,0.0,0.0
Eastern Africa,2007,74883.04182298826,17709.390452223295,26148.072473505963,0.0,0.0,0.0,34417.182422825324,0.0,0.0,0.0
Eastern Africa,2008,83855.28779038221,18233.74716316739,29281.05067650301,0.0,0.0,0.0,38540.938866002536,0.0,0.0,0.0
Eastern Africa,2009,62977.64347674758,18777.465652513674,21990.87998766476,0.0,0.0,0.0,28945.312467708467,0.0,0.0,0.0
Eastern Africa,2010,69770.89879106867,19340.255011471127,24362.986247848316,0.0,0.0,0.0,32067.57755878869,0.0,0.0,0.0
Eastern Africa,2011,82002.81123542928,19919.141534459006,28634.192722616986,0.0,0.0,0.0,37689.5174764103,0.0,0.0,0.0
Eastern Africa,2012,56161.45346396965,20513.17998794301,19610.765263310837,0.0,0.0,0.0,25812.506302422586,0.0,0.0,0.0
Eastern Africa,2013,81752.2221454216,21111.35650290172,28546.69064568374,0.0,0.0,0.0,37574.343597064544,0.0,0.0,0.0
Eastern Africa,2014,82916.64646778948,21726.857540087953,28953.29073603746,0.0,0.0,0.0,38109.5275765728,0.0,0.0,0.0
Eastern Africa,2015,81152.67216897651,22364.57004688167,28337.3364867991,0.0,0.0,0.0,37298.78293060967,0.0,0.0,0.0
Eastern Africa,2016,95610.64074884009,23019.897801302468,33385.84948844226,0.0,0.0,0.0,43943.8460845998,0.0,0.0,0.0
Eastern Africa,2017,98405.22609818866,23701.28064723492,34361.67817367246,0.0,0.0,0.0,45228.27245702259,0.0,0.0,0.0
Eastern Africa,2018,101357.36293086376,24410.656188965997,35392.521552537415,0.0,0.0,0.0,46585.111461339446,0.0,0.0,0.0
Eastern Africa,2019,104502.29692775868,25147.224028303845,36490.68690577706,0.0,0.0,0.0,48030.56245323076,0.0,0.0,0.0
Eastern Africa,2020,107802.53726814016,25911.38766763183,37643.082982371685,0.0,0.0,0.0,49547.39418267057,0.0,0.0,0.0
Eastern Africa,2021,110269.3857894465,26703.742299671474,38504.47071911394,0.0,0.0,0.0,50681.18861062626,0.0,0.0,0.0
Eastern Africa,2022,113719.88540742204,27524.451049238705,39709.33515683141,0.0,0.0,0.0,52267.08138301757,0.0,0.0,0.0
Eastern Africa,2023,117352.72526295767,28374.162385304946,40977.87016174924,0.0,0.0,0.0,53936.78000872827,0.0,0.0,0.0
Eastern Africa,2024,121183.03319975606,29253.814417519745,42315.35815754942,0.0,0.0,0.0,55697.23743389547,0.0,0.0,0.0
Eastern Africa,2025,125221.64649447093,30164.402208734435,43725.58336410948,111.95633896703359,0.0,0.0025604309960774313,57553.43460638772,356.17197992621044,0.0,0.006188544304299083
Eastern Africa,2026,130777.51713308711,31107.01075041939,45665.61283640799,230.90973364734393,0.0,0.005056534212615355,60106.982227207925,734.6040231060579,0.0,0.012221608802937593
Eastern Africa,2027,135447.18062163994,32083.78166754065,47296.19162104385,357.2405689520392,0.0,0.007553262888783829,62253.217959974216,1136.5062659924977,0.0,0.01825618503324946
Eastern Africa,2028,140385.98197916726,33096.204289974776,49020.74944728896,491.3513406127025,0.0,0.010023333917834994,64523.15282284904,1563.1591872341933,0.0,0.02422632991177463
Eastern Africa,2029,145596.64380180018,34145.63464685374,50840.23700623731,633.6641814271896,0.0,0.012463832168002066,66918.03815505993,2015.9057378046343,0.0,0.030124997584858277
Eastern Africa,2030,151107.44303984242,35233.618192094764,52764.52819894676,784.6255743547258,0.0,0.014870322944920937,69450.87039656538,2496.1663349937908,0.0,0.035941469426382246
Eastern Africa,2031,156026.51187211726,36361.858184476696,54482.195713476074,944.7090462928467,0.0,0.0173397755711078,71711.73594408197,3005.447432247709,0.0,0.04191011962939009
Eastern Africa,2032,162109.1195546745,37531.37131909549,56606.15412434533,1114.3930253208352,0.0,0.019686782162817065,74507.37849706362,3545.2710753730203,0.0,0.04758281859980809
Eastern Africa,2033,168534.37836178395,38744.07436128862,58849.76133980108,1294.2010993376603,0.0,0.021991611688361605,77460.50779168936,4117.3029792400175,0.0,0.05315357588814771
Eastern Africa,2034,175317.64259461052,40002.19125050526,61218.37885918769,1484.6967137206761,0.0,0.024252467010531627,80578.18085677776,4723.335659194275,0.0,0.058618047825995015
Eastern Africa,2035,182546.7745710552,41307.96759269836,63742.68692999826,1686.4772153711278,0.0,0.02645757963142038,83900.78031234095,5365.269483097784,0.0,0.0639477900339457
Eastern Africa,2036,193016.35407462937,42663.9979230229,67398.51229395335,1900.1888305715584,0.0,0.02819333492531754,88712.72997267335,6045.160321092937,0.0,0.06814309877460721
Eastern Africa,2037,201469.8552365781,44074.83955935866,70350.35233218272,2126.6110087390553,0.0,0.030228860812203894,92598.06481644353,6765.487872361555,0.0,0.07306295099981552
Eastern Africa,2038,210358.0599428082,45543.514499746976,73453.98454529769,2366.5110803522375,0.0,0.03221759983480344,96683.19484506673,7528.693281535097,0.0,0.07786971969223512
Eastern Africa,2039,219671.3543706356,47072.512762324826,76706.05192580802,2620.6716239794305,0.0,0.03416512202341229,100963.70142541797,8337.266202711764,0.0,0.08257686757721056
Eastern Africa,2040,229474.62839985985,48664.47895634424,80129.21307889972,2889.921365715212,0.0,0.03606576496476551,105469.40875769113,9193.84310129088,0.0,0.08717070864038991
Eastern Africa,2041,240507.49132675707,50322.25831424008,83981.72884721888,3175.140952481187,0.0,0.037807520707956156,110540.25052315582,10101.225620846884,0.0,0.09138052042618533
Eastern Africa,2042,251299.30969732648,52048.6417037927,87750.07535137938,3477.2496399803044,0.0,0.0396267424963031,115500.30519630696,11062.338232890708,0.0,0.09577756711628516
Eastern Africa,2043,263022.08283092506,53845.95148036891,91843.49776085344,3797.1750784329383,0.0,0.04134397285608838,120888.23831999316,12080.132114807378,0.0,0.09992810121718433
Eastern Africa,2044,276025.54429645295,55718.08323661296,96384.11796710533,4135.996178717809,0.0,0.042911594419833485,126864.7918158457,13158.039656646291,0.0,0.10371703187552798
Eastern Africa,2045,290214.7025062668,57671.374176227895,101338.76628501536,4495.039991081763,0.0,0.04435656911827266,133386.30636232847,14300.28266592851,0.0,0.10720952589453557
Eastern Africa,2046,302690.6371410083,59713.31329224461,105695.18177058123,4875.821696901358,0.0,0.04613097413924383,139120.40193010925,15511.681460608468,0.0,0.11149825076268227
Eastern Africa,2047,318931.7187280145,61849.398993159004,111366.33198091887,5279.797733281401,0.0,0.04740928105799537,146585.00611973746,16796.869472719067,0.0,0.11458790989167475
Eastern Africa,2048,336229.39360346255,64087.39267469193,117406.42924800808,5708.707747484097,0.0,0.0486234679314289,154535.23379727095,18161.38112412039,0.0,0.11752259130720723
Eastern Africa,2049,354654.1151115736,66435.85881117886,123840.07485814612,6164.481130075731,0.0,0.049777756813671976,163003.466200722,19611.354475992222,0.0,0.12031249968539232
Eastern Africa,2050,374311.1201754501,68903.52037717303,130704.0160190476,6649.189716397198,0.0,0.05087211486621961,172038.0715359202,21153.38075579212,0.0,0.1229575556557867
India,1970,225041.02662759452,56459.8458317686,78581.06362292677,0.0,0.0,0.0,103431.66994164622,0.0,0.0,0.0
India,1971,228591.20574245052,57635.19601171934,79820.7346956994,0.0,0.0,0.0,105063.37665728065,0.0,0.0,0.0
India,1972,156554.25867885372,58879.72057038656,54666.4772465744,0.0,0.0,0.0,71954.29497585111,0.0,0.0,0.0
India,1973,171913.5579492126,60143.19140743241,60029.72185692248,0.0,0.0,0.0,79013.62098619527,0.0,0.0,0.0
India,1974,163195.1719082228,61420.03378876843,56985.387859504386,0.0,0.0,0.0,75006.54173967293,0.0,0.0,0.0
India,1975,212408.1287150648,62733.33903634152,74169.8388365717,0.0,0.0,0.0,97625.43208859216,0.0,0.0,0.0
India,1976,187220.9351766694,64107.34061064526,65374.83604270813,0.0,0.0,0.0,86049.0829763444,0.0,0.0,0.0
India,1977,238626.1812113835,65518.315263188524,83324.80263209247,0.0,0.0,0.0,109675.57686863499,0.0,0.0,0.0
India,1978,233610.14121952822,66976.03901135958,81573.27419462492,0.0,0.0,0.0,107370.14216356573,0.0,0.0,0.0
India,1979,162627.861219533,68499.38439677034,56787.29119246566,0.0,0.0,0.0,74745.79865301774,0.0,0.0,0.0
India,1980,264817.37999855634,70042.64333346488,92470.3895017321,0.0,0.0,0.0,121713.37934815287,0.0,0.0,0.0
India,1981,231977.31703411735,71635.24235613167,81003.11566343783,0.0,0.0,0.0,106619.6757497343,0.0,0.0,0.0
India,1982,205797.24683650138,73298.99436460706,71861.41473591774,0.0,0.0,0.0,94586.98810913807,0.0,0.0,0.0
India,1983,275680.23486070475,75010.5635305845,96263.54091879213,0.0,0.0,0.0,126706.08328113418,0.0,0.0,0.0
India,1984,230987.8341867876,76775.68354397494,80657.60259968662,0.0,0.0,0.0,106164.89705976995,0.0,0.0,0.0
India,1985,257166.1637168912,78600.74790352836,89798.69571134936,0.0,0.0,0.0,118196.78466781072,0.0,0.0,0.0
India,1986,243114.91586247899,80485.04567210418,84892.20368997993,0.0,0.0,0.0,111738.65544521846,0.0,0.0,0.0
India,1987,251221.0131034089,82424.05123226407,87722.73531600762,0.0,0.0,0.0,115464.31910265551,0.0,0.0,0.0
India,1988,298278.9827895953,84407.36508938328,104154.69603575373,0.0,0.0,0.0,137092.75042313724,0.0,0.0,0.0
India,1989,280905.16086855193,86456.09580523573,98088.00932440053,0.0,0.0,0.0,129107.524611241,0.0,0.0,0.0
India,1990,289484.77416031284,88573.71775359006,101083.88588985743,0.0,0.0,0.0,133050.82216688571,0.0,0.0,0.0
India,1991,253908.8032661124,90747.3694965818,88661.27267048741,0.0,0.0,0.0,116699.66107183875,0.0,0.0,0.0
India,1992,264374.44752086647,92958.17612567564,92315.72390261179,0.0,0.0,0.0,121509.80204260375,0.0,0.0,0.0
India,1993,299796.3728164763,95218.8100081434,104684.5466324649,0.0,0.0,0.0,137790.16185422183,0.0,0.0,0.0
India,1994,307527.35562872945,97533.67084101346,107384.09373879209,0.0,0.0,0.0,141343.41822949052,0.0,0.0,0.0
India,1995,341418.883379364,99908.61209174835,119218.52383521182,0.0,0.0,0.0,156920.38819205083,0.0,0.0,0.0
India,1996,375751.8808509762,102376.85962881253,131207.10875731654,0.0,0.0,0.0,172700.26315888378,0.0,0.0,0.0
India,1997,290026.3000795301,104929.82538186069,101272.97888925036,0.0,0.0,0.0,133299.71425105675,0.0,0.0,0.0
India,1998,365363.8544077637,107550.6120015148,127579.7605395999,0.0,0.0,0.0,167925.79630490215,0.0,0.0,0.0
India,1999,376393.4596244595,110241.38670253893,131431.13876275034,0.0,0.0,0.0,172995.1407860211,0.0,0.0,0.0
India,2000,326508.03454758966,113047.98227188707,114011.87161592345,0.0,0.0,0.0,150067.17561108427,0.0,0.0,0.0
India,2001,391410.32287914876,115899.97888203646,136674.8096814149,0.0,0.0,0.0,179897.0789214535,0.0,0.0,0.0
India,2002,324409.5617155564,118823.88151287546,113279.1153287871,0.0,0.0,0.0,149102.6912564001,0.0,0.0,0.0
India,2003,414864.7624384021,121807.28113567948,144864.75990900496,0.0,0.0,0.0,190677.0326370642,0.0,0.0,0.0
India,2004,416344.77730344655,124885.6881832032,145381.55964110626,0.0,0.0,0.0,191357.26597639805,0.0,0.0,0.0
India,2005,504038.1164954132,128065.21623867766,176002.80221904002,0.0,0.0,0.0,231662.2212608143,0.0,0.0,0.0
India,2006,500390.9533021289,131370.12215142604,174729.2657122548,0.0,0.0,0.0,229985.93944996316,0.0,0.0,0.0
India,2007,501175.89614301396,134835.09730778163,175003.35637138612,0.0,0.0,0.0,230346.70899522406,0.0,0.0,0.0
India,2008,426719.2854356829,138457.27098891026,149004.18746063235,0.0,0.0,0.0,196125.51964561065,0.0,0.0,0.0
India,2009,625349.5234032021,142133.25653410138,218362.98661414094,0.0,0.0,0.0,287418.4608562152,0.0,0.0,0.0
India,2010,740777.1066542196,145969.09561861976,258668.62509800246,0.0,0.0,0.0,340470.4215226495,0.0,0.0,0.0
India,2011,724486.2048772869,150093.2873415577,252980.0783996867,0.0,0.0,0.0,332982.91935073724,0.0,0.0,0.0
India,2012,574917.0010150446,154421.0760183335,200752.68101858988,0.0,0.0,0.0,264239.04291564244,0.0,0.0,0.0
India,2013,630922.6393760974,158876.7912695987,220309.03790712918,0.0,0.0,0.0,289979.93464832037,0.0,0.0,0.0
India,2014,706889.8362122576,163509.11460595866,246835.68159204436,0.0,0.0,0.0,324895.4082723921,0.0,0.0,0.0
India,2015,672352.5280892557,168370.62917047602,234775.75435277956,0.0,0.0,0.0,309021.629575307,0.0,0.0,0.0
India,2016,727595.2958889704,173427.0249547641,254065.72790217883,0.0,0.0,0.0,334411.8964584143,0.0,0.0,0.0
India,2017,767556.1548012876,178696.0210939275,268019.48044087505,0.0,0.0,0.0,352778.4069189415,0.0,0.0,0.0
India,2018,810005.5939934013,184203.0332805878,282842.209131289,0.0,0.0,0.0,372288.69999537873,0.0,0.0,0.0
India,2019,855538.4690264624,189966.75185919311,298741.6289105489,0.0,0.0,0.0,393216.1787422088,0.0,0.0,0.0
India,2020,907329.2921276058,196008.21328829965,316826.23342103895,0.0,0.0,0.0,417019.8886758125,0.0,0.0,0.0
India,2021,904182.532887946,202352.7126989655,315727.43071949005,0.0,0.0,0.0,415573.59877952206,0.0,0.0,0.0
India,2022,952755.4887740081,208971.66511265218,332688.4026544102,0.0,0.0,0.0,437898.3367021373,0.0,0.0,0.0
India,2023,1004558.9632419513,215886.3538470607,350777.42483875423,0.0,0.0,0.0,461707.8613621256,0.0,0.0,0.0
India,2024,1059616.5185062066,223130.4051999698,370002.7248561722,0.0,0.0,0.0,487013.0022478814,0.0,0.0,0.0
India,2025,1117906.2936923178,230732.8326915772,390356.6692062654,856.3737828745078,0.0,0.002193823880646952,513803.7118281377,2724.422293704393,0.0,0.005302457399559786
India,2026,1065487.9285364924,238723.12586489183,372052.9361090283,1772.0601266124665,0.0,0.00476292472018867,489711.57571888476,5637.538433886292,0.0,0.011511956656549362
India,2027,1117468.3203664848,247030.16924950707,390203.7352710707,2750.585922989704,0.0,0.007049101980222971,513602.41381079546,8750.568687646,0.0,0.017037631546002813
India,2028,1172317.532314501,255672.92928656022,409356.28482323285,3795.7596424850863,0.0,0.009272508529151229,538811.7975031064,12075.629121688306,0.0,0.022411590053609928
India,2029,1229686.5917643213,264693.31817866344,429388.7285876936,4912.097154661736,0.0,0.011439744053874351,565179.3346175541,15627.086284778785,0.0,0.027649783577726406
