scenario,region,variables,unit,2025,2030,2035,2040,2045,2050
SSP2-Base-image,WAF,Production|Gravel|GRAVEL_ADR,kt,754.699832438251,5373.320583364268,11740.959418531482,20404.325774675992,32063.96067296311,47644.39668563571
SSP2-Base-image,WAF,Production|Gravel|GRAVEL_CRUSHED,kt,139569.9026240994,162448.62358056678,181881.30973353208,206579.15277851082,237308.14761304518,274545.113277785
SSP2-Base-image,WAF,Production|Gravel|GRAVEL_ROUND,kt,139569.9026240994,162448.62358056678,181881.30973353208,206579.15277851082,237308.14761304518,274545.113277785
SSP2-Base-image,WAF,Production|Sand|SAND_HAS,kt,237.2264945612092,1689.0079358131982,3690.562162502567,6413.7375806391965,10078.736823911857,14976.17029369331
SSP2-Base-image,WAF,Production|Sand|SAND_QUARRY,kt,80184.99261716864,94903.46396166203,108261.24242391913,125438.02028994981,147117.78110335956,173897.37142281432
SSP2-Base-image,WAF,Production|Sand|SAND_RIVER,kt,33145.76321598833,39229.88133039757,44751.53504078032,51851.833904425526,60813.513578468206,71883.29023839356
SSP2-Base-image,WAF,Production|Sand|SAND_ZINC,kt,10.42177002756262,12.33475297490702,14.07088452108572,16.303377446401157,19.12113017138605,22.60171578513271
SSP2-Base-image,WEU,Production|Gravel|GRAVEL_ADR,kt,4575.51803596502,29058.453767011262,56058.21606548483,85341.14337007524,116646.28707693637,145138.9694021062
SSP2-Base-image,WEU,Production|Gravel|GRAVEL_CRUSHED,kt,267972.58752302476,246993.83806308566,226839.04392760582,203752.00878920374,176766.10079975668,145138.9694021062
SSP2-Base-image,WEU,Production|Gravel|GRAVEL_ROUND,kt,267972.58752302476,246993.83806308566,226839.04392760582,203752.00878920374,176766.10079975668,145138.9694021062
SSP2-Base-image,WEU,Production|Sand|SAND_HAS,kt,1438.2328679824902,9134.009083115918,17620.905049899957,26825.4734046002,36665.68958607283,47051.64344666368
SSP2-Base-image,WEU,Production|Sand|SAND_QUARRY,kt,155049.283975497,151611.35731509508,149526.74264531836,146562.7248122997,142074.3949611968,132931.83757013554
SSP2-Base-image,WEU,Production|Sand|SAND_RIVER,kt,64092.128535782664,62671.00596258913,61809.2967825324,60584.0720858082,58728.748369683606,54949.52444533274
SSP2-Base-image,WEU,Production|Sand|SAND_ZINC,kt,20.152000116102737,19.70516736277947,19.434226704491692,19.04898862932224,18.465633315699336,17.277360704035683
