scenario,region,variables,unit,2020,2025,2030,2035,2040,2045,2050
SSP2-Base-image,SEAS,Production|Sand|SAND_RIVER,kt,85530.69136373737,89900.72926319233,91904.33542361301,91557.01416566099,95959.20616056198,99578.378346069,102484.84303647686
SSP2-Base-image,SEAS,Production|Sand|SAND_ZINC,kt,26.892764239060774,28.266801991731498,28.89678062561131,28.787575046229335,30.171722766379133,31.309671528087282,32.22352909713099
SSP2-Base-image,STAN,DUMMY,None,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SSP2-Base-image,STAN,Production|Gravel|GRAVEL_ADR,kt,9880.710987065457,11087.576639642904,12558.923263529461,14246.248342690322,16065.77505924811,17975.81032779766,19923.471874978153
SSP2-Base-image,STAN,Production|Gravel|GRAVEL_CRUSHED,kt,35877.45860218599,46452.67147757886,47665.43063457825,44713.926325438006,42358.57600511285,39979.09654994587,34570.673705101864
SSP2-Base-image,STAN,Production|Gravel|GRAVEL_ROUND,kt,35877.45860218599,46452.67147757886,47665.43063457825,44713.926325438006,42358.57600511285,39979.09654994587,34570.673705101864
SSP2-Base-image,STAN,Production|Sand|SAND_HAS,kt,3105.826092025461,3485.18288509948,3947.6745763211497,4478.055260813081,5049.9911831187055,5650.37686199503,6262.589693600625
SSP2-Base-image,STAN,Production|Sand|SAND_QUARRY,kt,25382.07043525746,32863.67054097701,33721.65601551357,31633.56802981663,29967.23852768861,28283.83849091408,24457.56497712841
SSP2-Base-image,STAN,Production|Sand|SAND_RIVER,kt,10492.089219179483,13584.729593480608,13939.391762217367,13076.246830864695,12387.44258814253,11691.581963909368,10109.92993965773
SSP2-Base-image,STAN,Production|Sand|SAND_ZINC,kt,3.298947749020694,4.27134312121036,4.382856847292497,4.111464756653451,3.8948892816860456,3.676095122392226,3.1787883156982
SSP2-Base-image,TUR,DUMMY,None,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SSP2-Base-image,TUR,Production|Gravel|GRAVEL_ADR,kt,20648.643834008784,24114.684647855694,27847.03781419878,31743.778378023122,35740.632611741334,39778.36419227554,43774.040383654414
SSP2-Base-image,TUR,Production|Gravel|GRAVEL_CRUSHED,kt,94193.59066154773,89344.6120009557,83390.38173948246,77905.19929659691,75183.66877285356,69661.06025091236,63040.25563683997
SSP2-Base-image,TUR,Production|Gravel|GRAVEL_ROUND,kt,94193.59066154773,89344.6120009557,83390.38173948246,77905.19929659691,75183.66877285356,69661.06025091236,63040.25563683997
SSP2-Base-image,TUR,Production|Sand|SAND_HAS,kt,6490.534625348038,7580.023024488843,8753.221983941961,9978.093203515413,11234.433377957781,12503.62262069899,13759.592498445118
SSP2-Base-image,TUR,Production|Sand|SAND_QUARRY,kt,66638.7321139726,63208.246157124246,58995.83263140013,55115.25433684178,53189.864910257704,49282.80894945105,44598.81695002264
SSP2-Base-image,TUR,Production|Sand|SAND_RIVER,kt,27546.19740640198,26128.150568331654,24386.88132661593,22782.781543173478,21986.89069191637,20371.845937010636,18435.642108198466
SSP2-Base-image,TUR,Production|Sand|SAND_ZINC,kt,8.661141173086223,8.215275499745726,7.667781466346124,7.1634165815986135,6.913170679436324,6.40536445062305,5.796578618814742
SSP2-Base-image,UKR,DUMMY,None,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SSP2-Base-image,UKR,Production|Gravel|GRAVEL_ADR,kt,29147.025480693566,14808.253371195913,15504.221163581995,16263.288597209179,17079.098104798286,17980.743499752618,18947.670439307523
SSP2-Base-image,UKR,Production|Gravel|GRAVEL_CRUSHED,kt,0.0,25925.49984059444,22161.761130191775,25688.335495696418,28237.95765620219,27125.823481470514,24066.105359795605
SSP2-Base-image,UKR,Production|Gravel|GRAVEL_ROUND,kt,0.0,25925.49984059444,22161.761130191775,25688.335495696418,28237.95765620219,27125.823481470514,24066.105359795605
SSP2-Base-image,UKR,Production|Sand|SAND_HAS,kt,9161.850028947652,4654.711564561582,4873.476684969584,5112.076057428943,5368.5112935278,5651.927517023217,5955.863835156925
SSP2-Base-image,UKR,Production|Sand|SAND_QUARRY,kt,0.0,18341.4012212986,15678.685277379296,18173.615588161072,19977.38574866257,19190.5889950381,17025.943451508592
SSP2-Base-image,UKR,Production|Sand|SAND_RIVER,kt,0.0,7581.714758435169,6481.038069344983,7512.357854038193,8257.97541518824,7932.740255296722,7037.949019548563
SSP2-Base-image,UKR,Production|Sand|SAND_ZINC,kt,0.0,2.3838608606506564,2.037783467481331,2.362053497135181,2.5964923513616425,2.4942311356768587,2.2128887384335307
SSP2-Base-image,USA,DUMMY,None,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SSP2-Base-image,USA,Production|Gravel|GRAVEL_ADR,kt,100205.84529334953,112924.77125362959,124107.91975005956,135378.84567935998,146569.94124626694,157465.36114814976,167811.94819185717
SSP2-Base-image,USA,Production|Gravel|GRAVEL_CRUSHED,kt,209775.21238643004,179587.82617073946,164652.0144693085,150142.75963580018,139902.77532754952,129413.51289132057,121423.78258228232
SSP2-Base-image,USA,Production|Gravel|GRAVEL_ROUND,kt,209775.21238643004,179587.82617073946,164652.0144693085,150142.75963580018,139902.77532754952,129413.51289132057,121423.78258228232
SSP2-Base-image,USA,Production|Sand|SAND_HAS,kt,31497.928569407915,35495.897153013866,39011.12135466042,42553.93683406593,46071.659056237004,49496.44088207313,52748.706842065854
SSP2-Base-image,USA,Production|Sand|SAND_QUARRY,kt,148408.76204199818,127052.22250337285,116485.64840967812,106220.84865809346,98976.41125660724,91555.61813627063,85903.1581972502
SSP2-Base-image,USA,Production|Sand|SAND_RIVER,kt,61347.1614234305,52519.0904895111,48151.22623608456,43908.10528638316,40913.49995057998,37845.99512687999,35509.459416000405
SSP2-Base-image,USA,Production|Sand|SAND_ZINC,kt,19.288921001232403,16.513177855395337,15.139823545699876,13.805691323467906,12.864120362205549,11.899628169863462,11.164969031641276
SSP2-Base-image,WAF,DUMMY,None,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SSP2-Base-image,WAF,Production|Gravel|GRAVEL_ADR,kt,31616.229625039417,37282.171722449595,44240.33946969913,52727.58138867773,62998.355829312124,75426.65034497036,90524.35370270784
SSP2-Base-image,WAF,Production|Gravel|GRAVEL_CRUSHED,kt,200126.5515171628,243630.89062211235,291937.5521539813,334073.1930982648,389702.91455813346,461398.39659069653,551365.3457325669
SSP2-Base-image,WAF,Production|Gravel|GRAVEL_ROUND,kt,200126.5515171628,243630.89062211235,291937.5521539813,334073.1930982648,389702.91455813346,461398.39659069653,551365.3457325669
SSP2-Base-image,WAF,Production|Sand|SAND_HAS,kt,9938.00051731695,11718.988831323733,13906.16533819533,16573.97916614789,19802.41478022352,23709.028528630748,28454.72355801729
SSP2-Base-image,WAF,Production|Sand|SAND_QUARRY,kt,141582.6656758879,172360.4922673699,206535.79713189375,236345.31675649056,275701.4351495059,326423.52767613134,390072.0559981749
SSP2-Base-image,WAF,Production|Sand|SAND_RIVER,kt,58525.484118790264,71247.99638956628,85374.91123860725,97697.15816798699,113965.64605802619,134932.44313355535,161242.5914537146
SSP2-Base-image,WAF,Production|Sand|SAND_ZINC,kt,18.40172248450709,22.4019651760048,26.843783480090416,30.71817378705098,35.83335060109377,42.42578100952483,50.69828067703888
SSP2-Base-image,WEU,DUMMY,None,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SSP2-Base-image,WEU,Production|Gravel|GRAVEL_ADR,kt,212146.77690727348,226030.59097667199,239247.9360150594,251752.3521486318,263490.78015510726,274396.50388574554,284406.4624086935
SSP2-Base-image,WEU,Production|Gravel|GRAVEL_CRUSHED,kt,243008.67082884035,223003.5489986036,209077.18323352502,203557.78534796683,197878.1395286377,189484.39592261746,166383.20273074723
SSP2-Base-image,WEU,Production|Gravel|GRAVEL_ROUND,kt,243008.67082884035,223003.5489986036,209077.18323352502,203557.78534796683,197878.1395286377,189484.39592261746,166383.20273074723
SSP2-Base-image,WEU,Production|Sand|SAND_HAS,kt,66684.57319723743,71048.70367833502,75203.34145098772,79133.8826786416,82823.6491367031,86251.66978819037,89398.12254866099
SSP2-Base-image,WEU,Production|Sand|SAND_QUARRY,kt,171920.29312187975,157767.35612064973,147914.93037679157,144010.14583101793,139991.9913727547,134053.70589423657,117710.40468006377
SSP2-Base-image,WEU,Production|Sand|SAND_RIVER,kt,71066.03295516205,65215.68760571162,61143.0281198129,59528.922291037765,57867.9531758477,55413.266856680275,48657.499043632444
SSP2-Base-image,WEU,Production|Sand|SAND_ZINC,kt,22.344751798402697,20.50527224210204,19.224736920407164,18.71722591099017,18.194980035141846,17.423171700499935,15.29900705090658
